dataset,variable,type,n_missing,pct_missing,n_unique
hh,hh1,numeric,0,0,500
hh,hh2,numeric,0,0,22
hh,hh3,numeric,0,0,138
hh,hh4,numeric,0,0,24
hh,hh5d,numeric,0,0,31
hh,hh5m,numeric,0,0,3
hh,hh5y,numeric,0,0,1
hh,hh6,numeric,0,0,2
hh,hh7,numeric,0,0,7
hh,hh8,numeric,0,0,2
hh,hh9,numeric,0,0,2
hh,hh10,numeric,0,0,2
hh,hh11h,numeric,0,0,20
hh,hh11m,numeric,0,0,60
hh,hh12,numeric,0,0,2
hh,hh46,numeric,0,0,8
hh,hh13h,numeric,2063,18.75,21
hh,hh13m,numeric,2063,18.75,61
hh,hh14,numeric,2063,18.75,3
hh,hh15,numeric,2063,18.75,4
hh,hh16,numeric,2063,18.75,4
hh,hh17,numeric,2063,18.75,4
hh,hh26a,numeric,7194,65.4,6
hh,hh26b,numeric,7194,65.4,11
hh,hh26c,numeric,7194,65.4,14
hh,hh33x_01,logical,11000,100,1
hh,hh33x_02,numeric,10966,99.69,3
hh,hh33x_03,numeric,10744,97.67,3
hh,hh33x_04,numeric,10754,97.76,3
hh,hh33x_05,numeric,10844,98.58,3
hh,hh33x_06,numeric,10931,99.37,3
hh,hh33x_07,logical,10987,99.88,2
hh,hh33x_08,logical,10995,99.95,2
hh,hh33x_09,logical,10999,99.99,2
hh,hh33x_10,logical,11000,100,1
hh,hh33x_11,logical,11000,100,1
hh,hh33x_12,logical,11000,100,1
hh,hh33x_13,logical,11000,100,1
hh,hh33x_14,logical,11000,100,1
hh,hh33x_15,logical,11000,100,1
hh,hh33x_16,logical,11000,100,1
hh,hh33x_17,logical,11000,100,1
hh,hh33x_18,logical,11000,100,1
hh,hh33x_19,logical,11000,100,1
hh,hh33x_20,logical,11000,100,1
hh,hh33x_21,logical,11000,100,1
hh,hh33x_22,logical,11000,100,1
hh,hh33x_23,logical,11000,100,1
hh,hh33x_24,logical,11000,100,1
hh,hh33x_25,logical,11000,100,1
hh,hh33x_26,logical,11000,100,1
hh,hh33x_27,logical,11000,100,1
hh,hh33x_28,logical,11000,100,1
hh,hh33x_29,logical,11000,100,1
hh,hh33x_30,logical,11000,100,1
hh,hh33x_31,logical,11000,100,1
hh,hh33x_32,logical,11000,100,1
hh,hh33x_33,logical,11000,100,1
hh,hh33x_34,logical,11000,100,1
hh,hh33x_35,logical,11000,100,1
hh,hh33x_36,logical,11000,100,1
hh,hh33x_37,logical,11000,100,1
hh,hh33x_38,logical,11000,100,1
hh,hh33x_39,logical,11000,100,1
hh,hh33x_40,logical,11000,100,1
hh,hh33x_41,logical,11000,100,1
hh,hh33x_42,logical,11000,100,1
hh,hh33x_43,logical,11000,100,1
hh,hh33x_44,logical,11000,100,1
hh,hh33x_45,logical,11000,100,1
hh,hh33x_46,logical,11000,100,1
hh,hh33x_47,logical,11000,100,1
hh,hh33x_48,logical,11000,100,1
hh,hh33x_49,logical,11000,100,1
hh,hh33x_50,logical,11000,100,1
hh,hh33,numeric,10262,93.29,4
hh,hh39x_01,logical,11000,100,1
hh,hh39x_02,logical,10996,99.96,2
hh,hh39x_03,numeric,10937,99.43,3
hh,hh39x_04,numeric,10941,99.46,3
hh,hh39x_05,numeric,10964,99.67,3
hh,hh39x_06,numeric,10990,99.91,3
hh,hh39x_07,logical,11000,100,1
hh,hh39x_08,logical,10998,99.98,2
hh,hh39x_09,logical,11000,100,1
hh,hh39x_10,logical,11000,100,1
hh,hh39x_11,numeric,10999,99.99,2
hh,hh39x_12,logical,11000,100,1
hh,hh39x_13,logical,11000,100,1
hh,hh39x_14,logical,11000,100,1
hh,hh39x_15,logical,11000,100,1
hh,hh39x_16,logical,11000,100,1
hh,hh39x_17,logical,11000,100,1
hh,hh39x_18,logical,11000,100,1
hh,hh39x_19,logical,11000,100,1
hh,hh39x_20,logical,11000,100,1
hh,hh39x_21,logical,11000,100,1
hh,hh39x_22,logical,11000,100,1
hh,hh39x_23,logical,11000,100,1
hh,hh39x_24,logical,11000,100,1
hh,hh39x_25,logical,11000,100,1
hh,hh39x_26,logical,11000,100,1
hh,hh39x_27,logical,11000,100,1
hh,hh39x_28,logical,11000,100,1
hh,hh39x_29,logical,11000,100,1
hh,hh39x_30,logical,11000,100,1
hh,hh39x_31,logical,11000,100,1
hh,hh39x_32,logical,11000,100,1
hh,hh39x_33,logical,11000,100,1
hh,hh39x_34,logical,11000,100,1
hh,hh39x_35,logical,11000,100,1
hh,hh39x_36,logical,11000,100,1
hh,hh39x_37,logical,11000,100,1
hh,hh39x_38,logical,11000,100,1
hh,hh39x_39,logical,11000,100,1
hh,hh39x_40,logical,11000,100,1
hh,hh39x_41,logical,11000,100,1
hh,hh39x_42,logical,11000,100,1
hh,hh39x_43,logical,11000,100,1
hh,hh39x_44,logical,11000,100,1
hh,hh39x_45,logical,11000,100,1
hh,hh39x_46,logical,11000,100,1
hh,hh39x_47,logical,11000,100,1
hh,hh39x_48,logical,11000,100,1
hh,hh39x_49,logical,11000,100,1
hh,hh39x_50,logical,11000,100,1
hh,hh39,numeric,10838,98.53,4
hh,hh44,logical,9405,85.5,2
hh,hh44a,numeric,2063,18.75,3
hh,hh44b,numeric,3592,32.65,3
hh,hh44c,numeric,5805,52.77,3
hh,hh44d,numeric,6257,56.88,2
hh,hh44f_p1,numeric,6257,56.88,2
hh,hh44f_p2,numeric,10766,97.87,2
hh,hh44f_p3,numeric,10948,99.53,2
hh,hh44i_p1,numeric,6257,56.88,3
hh,hh44i_p2,numeric,10766,97.87,3
hh,hh44i_p3,logical,11000,100,1
hh,hh47,numeric,2063,18.75,12
hh,hh48,numeric,2063,18.75,14
hh,hh49,numeric,2063,18.75,9
hh,hh50,numeric,2063,18.75,8
hh,hh50a,numeric,2063,18.75,8
hh,hh51,numeric,2063,18.75,5
hh,hh52,numeric,2063,18.75,9
hh,hh52a,numeric,2063,18.75,3
hh,hh53,numeric,2063,18.75,8
hh,hh54,numeric,2063,18.75,7
hh,hh55,numeric,2063,18.75,5
hh,hh56,numeric,2063,18.75,3
hh,introhl,numeric,2063,18.75,2
hh,hhaux,numeric,2063,18.75,2
hh,hhwq,logical,9392,85.38,2
hh,hhfin,numeric,2063,18.75,2
hh,hc3,numeric,2063,18.75,17
hh,hc4,numeric,2063,18.75,10
hh,hc5,numeric,2063,18.75,16
hh,hc6,numeric,2063,18.75,15
hh,hc7a,numeric,2063,18.75,4
hh,hc7b,numeric,2063,18.75,4
hh,hc8,numeric,2063,18.75,5
hh,hc9a,numeric,2096,19.05,4
hh,hc9b,numeric,2096,19.05,4
hh,hc9c,numeric,2096,19.05,4
hh,hc9d,numeric,2096,19.05,4
hh,hc9e,numeric,2096,19.05,4
hh,hc9f,numeric,2096,19.05,4
hh,hc10b,numeric,2063,18.75,4
hh,hc10c,numeric,2063,18.75,4
hh,hc10d,numeric,2063,18.75,4
hh,hc10e,numeric,2063,18.75,4
hh,hc10f,numeric,2063,18.75,4
hh,hc11,numeric,2063,18.75,4
hh,hc12,numeric,2063,18.75,4
hh,hc13,numeric,2063,18.75,4
hh,hc14,numeric,2063,18.75,7
hh,hc15,numeric,2063,18.75,4
hh,hc16,numeric,9027,82.06,35
hh,hc17,numeric,2063,18.75,4
hh,hc18a,numeric,9490,86.27,18
hh,hc18b,numeric,9490,86.27,31
hh,hc18c,numeric,9490,86.27,12
hh,hc18d,numeric,9490,86.27,22
hh,hc18e,numeric,9490,86.27,37
hh,hc18f,numeric,9490,86.27,31
hh,hc18x,numeric,9490,86.27,17
hh,hc19,numeric,2063,18.75,4
hh,st2_1,numeric,2063,18.75,4
hh,st2_2,numeric,2063,18.75,4
hh,st2_3,numeric,2740,24.91,4
hh,st2_4,numeric,2063,18.75,4
hh,st2_5,numeric,2063,18.75,4
hh,st2_6,numeric,2063,18.75,4
hh,st3_1,numeric,3313,30.12,5
hh,st3_2,numeric,4273,38.85,5
hh,st3_3,numeric,4409,40.08,5
hh,st3_4,numeric,6607,60.06,5
hh,st3_5,numeric,7792,70.84,5
hh,st3_6,numeric,8676,78.87,5
hh,st3a_1,numeric,10179,92.54,3
hh,st3a_2,numeric,10845,98.59,3
hh,st3a_3,numeric,9835,89.41,3
hh,st3a_4,logical,11000,100,1
hh,st3a_5,logical,11000,100,1
hh,st3a_6,logical,11000,100,1
hh,st3b_1,numeric,10712,97.38,4
hh,st3b_2,numeric,10938,99.44,4
hh,st3b_3,numeric,10261,93.28,4
hh,st3b_4,logical,11000,100,1
hh,st3b_5,logical,11000,100,1
hh,st3b_6,logical,11000,100,1
hh,st3b1a_1,numeric,10922,99.29,5
hh,st3b1a_2,numeric,10990,99.91,2
hh,st3b1a_3,numeric,10758,97.8,5
hh,st3b1a_4,logical,11000,100,1
hh,st3b1a_5,logical,11000,100,1
hh,st3b1a_6,logical,11000,100,1
hh,st3b1b_1,numeric,10922,99.29,7
hh,st3b1b_2,numeric,10990,99.91,4
hh,st3b1b_3,numeric,10758,97.8,5
hh,st3b1b_4,logical,11000,100,1
hh,st3b1b_5,logical,11000,100,1
hh,st3b1b_6,logical,11000,100,1
hh,st3b2_1,numeric,10922,99.29,4
hh,st3b2_2,numeric,10990,99.91,4
hh,st3b2_3,numeric,10758,97.8,4
hh,st3b2_4,logical,11000,100,1
hh,st3b2_5,logical,11000,100,1
hh,st3b2_6,logical,11000,100,1
hh,st3c_1,numeric,10712,97.38,3
hh,st3c_2,numeric,10938,99.44,3
hh,st3c_3,numeric,10261,93.28,3
hh,st3c_4,logical,11000,100,1
hh,st3c_5,logical,11000,100,1
hh,st3c_6,logical,11000,100,1
hh,st3d_1,numeric,10759,97.81,4
hh,st3d_2,numeric,10950,99.55,4
hh,st3d_3,numeric,10409,94.63,4
hh,st3d_4,logical,11000,100,1
hh,st3d_5,logical,11000,100,1
hh,st3d_6,logical,11000,100,1
hh,st3d1_1,numeric,10920,99.27,7
hh,st3d1_2,logical,10996,99.96,3
hh,st3d1_3,numeric,10826,98.42,7
hh,st3d1_4,logical,11000,100,1
hh,st3d1_5,logical,11000,100,1
hh,st3d1_6,logical,11000,100,1
hh,st4u_1,numeric,10179,92.54,4
hh,st4u_2,numeric,10845,98.59,4
hh,st4u_3,numeric,9835,89.41,4
hh,st4u_4,numeric,10906,99.15,4
hh,st4u_5,numeric,10984,99.85,3
hh,st4u_6,logical,10995,99.95,2
hh,st4n_1,numeric,10179,92.54,18
hh,st4n_2,numeric,10845,98.59,18
hh,st4n_3,numeric,9835,89.41,18
hh,st4n_4,numeric,10906,99.15,15
hh,st4n_5,numeric,10984,99.85,8
hh,st4n_6,logical,10998,99.98,3
hh,eu1,numeric,2063,18.75,11
hh,eu2,numeric,10971,99.74,4
hh,eu3,numeric,10971,99.74,4
hh,eu4,numeric,10947,99.52,7
hh,eu5,numeric,2093,19.03,8
hh,eu6,numeric,2063,18.75,10
hh,eu7,numeric,4533,41.21,5
hh,eu8,numeric,4150,37.73,18
hh,eu9,numeric,2063,18.75,14
hh,ws1,numeric,2063,18.75,18
hh,ws2,numeric,9002,81.84,15
hh,ws3,numeric,9318,84.71,5
hh,ws4,numeric,9169,83.35,39
hh,ws5,numeric,10156,92.33,9
hh,ws6,numeric,10156,92.33,21
hh,ws7,numeric,2063,18.75,5
hh,ws8,numeric,8148,74.07,7
hh,ws9,numeric,2063,18.75,5
hh,ws10a,character,10953,99.57,2
hh,ws10b,character,10542,95.84,2
hh,ws10c,character,10822,98.38,2
hh,ws10d,character,10951,99.55,2
hh,ws10e,character,10994,99.95,2
hh,ws10f,logical,10973,99.75,2
hh,ws10g,character,10973,99.75,2
hh,ws10x,character,10991,99.92,2
hh,ws10z,character,10996,99.96,2
hh,ws10nr,logical,11000,100,1
hh,ws11,numeric,2063,18.75,10
hh,ws12,numeric,7696,69.96,7
hh,ws13,numeric,9548,86.8,8
hh,ws14,numeric,2118,19.25,5
hh,ws15,numeric,2118,19.25,4
hh,ws16,numeric,10822,98.38,4
hh,ws17,numeric,10888,98.98,9
hh,hw1,numeric,2063,18.75,7
hh,hw2,numeric,3147,28.61,4
hh,hw3,numeric,3147,28.61,4
hh,hw4,numeric,10108,91.89,7
hh,hw5,numeric,9523,86.57,4
hh,hw6,numeric,9748,88.62,4
hh,hw7a,character,3639,33.08,3
hh,hw7b,character,9660,87.82,3
hh,hw7z,character,10918,99.25,3
hh,hw7nr,logical,11000,100,1
hh,wq1,logical,10996,99.96,2
hh,wq2,logical,10896,99.05,2
hh,wq3,logical,10996,99.96,3
hh,wq4,logical,10896,99.05,2
hh,wq5d,logical,10998,99.98,2
hh,wq5m,logical,11000,100,1
hh,wq5y,logical,11000,100,1
hh,wq6,logical,10599,96.35,2
hh,wq8,logical,9405,85.5,2
hh,wq31,logical,9547,86.79,2
hh,wq10h,logical,11000,100,1
hh,wq10m,logical,10815,98.32,3
hh,wq23h,logical,11000,100,1
hh,wq23m,logical,10899,99.08,3
hh,wq11,logical,9546,86.78,2
hh,wq12,logical,9878,89.8,2
hh,wq14,logical,10876,98.87,2
hh,wq15a,logical,11000,100,1
hh,wq15b,logical,11000,100,1
hh,wq15c,logical,11000,100,1
hh,wq15d,logical,11000,100,1
hh,wq15e,logical,11000,100,1
hh,wq15f,logical,10997,99.97,2
hh,wq15g,logical,11000,100,1
hh,wq15x,logical,11000,100,1
hh,wq15z,logical,11000,100,1
hh,wq15nr,logical,11000,100,1
hh,wq16,logical,9708,88.25,2
hh,wq17,logical,11000,100,1
hh,wq18,logical,9643,87.66,2
hh,wq19,logical,9673,87.94,2
hh,wq20,logical,10642,96.75,2
hh,wq21,logical,10647,96.79,2
hh,wq24d,logical,11000,100,1
hh,wq24m,logical,10998,99.98,2
hh,wq24y,logical,11000,100,1
hh,wq25h,logical,11000,100,1
hh,wq25m,logical,10742,97.65,3
hh,wq26,logical,9825,89.32,3
hh,wq27,logical,9824,89.31,3
hh,wq29,logical,10686,97.15,2
hh,hhsex,numeric,2063,18.75,3
hh,hhage,numeric,2063,18.75,80
hh,helevel,numeric,2063,18.75,6
hh,hhweight,numeric,0,0,95
hh,wqhweight,numeric,0,0,90
hh,wqsweight,numeric,0,0,91
hh,wscore,numeric,0,0,8807
hh,windex5,numeric,0,0,6
hh,windex10,numeric,0,0,11
hh,wscoreu,numeric,3237,29.43,5575
hh,windex5u,numeric,3237,29.43,7
hh,windex10u,numeric,3237,29.43,12
hh,wscorer,numeric,5700,51.82,3235
hh,windex5r,numeric,5700,51.82,7
hh,windex10r,numeric,5700,51.82,12
hh,psu,numeric,0,0,500
hh,stratum,numeric,0,0,46
hl,hh1,numeric,0,0,500
hl,hh2,numeric,0,0,22
hl,hl1,numeric,0,0,15
hl,hl3,numeric,0,0,16
hl,hl4,numeric,0,0,2
hl,hl5m,numeric,0,0,14
hl,hl5y,numeric,0,0,104
hl,hl6,numeric,0,0,98
hl,hl8,numeric,0,0,12
hl,hl9,numeric,25673,77.17,13
hl,hl10,numeric,0,0,14
hl,hl11,numeric,0,0,2
hl,hl12,numeric,23881,71.78,5
hl,hl13,numeric,23941,71.96,3
hl,hl14,numeric,24014,72.18,12
hl,hl15,numeric,33197,99.78,6
hl,hl16,numeric,23881,71.78,5
hl,hl17,numeric,24163,72.63,4
hl,hl18,numeric,24711,74.27,9
hl,hl19,numeric,32722,98.35,7
hl,hl20,numeric,23881,71.78,13
hl,ed1,numeric,0,0,15
hl,ed2a,numeric,0,0,98
hl,ed3,numeric,0,0,2
hl,ed4,numeric,1067,3.21,4
hl,ed5a,numeric,5866,17.63,9
hl,ed5b,numeric,7056,21.21,12
hl,ed6,numeric,7086,21.3,5
hl,ed7,numeric,5866,17.63,3
hl,ed8,numeric,22740,68.35,2
hl,ed9,numeric,22740,68.35,4
hl,ed10a,numeric,24876,74.77,13
hl,ed10b,numeric,25899,77.84,11
hl,ed11,numeric,25899,77.84,4
hl,ed12,numeric,25899,77.84,4
hl,ed13a,character,32886,98.85,2
hl,ed13c,logical,33270,100,1
hl,ed13d,logical,33270,100,1
hl,ed13x,character,33262,99.98,2
hl,ed13z,logical,33270,100,1
hl,ed13nr,logical,33270,100,1
hl,ed14,numeric,25899,77.84,4
hl,ed15,numeric,22740,68.35,5
hl,ed16a,numeric,25136,75.55,13
hl,ed16b,numeric,26156,78.62,11
hl,ae1,numeric,0,0,15
hl,ae2b,numeric,0,0,98
hl,ae3a,numeric,0,0,2
hl,ae3,numeric,24541,73.76,5
hl,ae4,numeric,0,0,2
hl,ae5,numeric,7777,23.38,6
hl,ae6,numeric,30294,91.06,4
hl,ae7,numeric,24399,73.34,4
hl,ae8,numeric,26543,79.78,3
hl,ae9,numeric,23731,71.33,4
hl,ae10,numeric,7777,23.38,5
hl,ae11a,character,18551,55.76,2
hl,ae11b,character,31487,94.64,2
hl,ae11c,character,30849,92.72,2
hl,ae11d,character,32820,98.65,2
hl,ae11x,character,33118,99.54,2
hl,hh4,numeric,0,0,24
hl,hh5d,numeric,0,0,31
hl,hh5m,numeric,0,0,2
hl,hh5y,numeric,0,0,1
hl,hh6,numeric,0,0,2
hl,hh7,numeric,0,0,7
hl,mline,numeric,23881,71.78,13
hl,fline,numeric,23881,71.78,10
hl,hhsex,numeric,0,0,2
hl,hhage,numeric,0,0,79
hl,helevel,numeric,0,0,5
hl,melevel,numeric,23882,71.78,6
hl,felevel,numeric,23881,71.78,7
hl,schage,numeric,0,0,103
hl,caretakerdis,numeric,0,0,3
hl,hhweight,numeric,0,0,94
hl,wscore,numeric,0,0,8806
hl,windex5,numeric,0,0,5
hl,windex10,numeric,0,0,10
hl,wscoreu,numeric,12776,38.4,5574
hl,windex5u,numeric,12776,38.4,6
hl,windex10u,numeric,12776,38.4,11
hl,wscorer,numeric,20494,61.6,3234
hl,windex5r,numeric,20494,61.6,6
hl,windex10r,numeric,20494,61.6,11
hl,psu,numeric,0,0,500
hl,stratum,numeric,0,0,46
wm,hh1,numeric,0,0,500
wm,hh2,numeric,0,0,22
wm,ln,numeric,0,0,11
wm,wm1,numeric,0,0,500
wm,wm2,numeric,0,0,22
wm,wm3,numeric,0,0,11
wm,wmint,numeric,66,0.85,133
wm,wm4,numeric,0,0,24
wm,wm5,numeric,66,0.85,133
wm,wm6d,numeric,0,0,31
wm,wm6m,numeric,0,0,3
wm,wm6y,numeric,0,0,1
wm,wm8,numeric,0,0,2
wm,wm9,numeric,0,0,2
wm,wm17,numeric,0,0,7
wm,wm7h,numeric,644,8.27,22
wm,wm7m,numeric,644,8.27,61
wm,wm10h,numeric,650,8.34,22
wm,wm10m,numeric,650,8.34,61
wm,wm11,numeric,650,8.34,4
wm,wm12,numeric,650,8.34,3
wm,wm13,numeric,650,8.34,4
wm,wm14,numeric,650,8.34,4
wm,wm15,numeric,650,8.34,4
wm,wm15a,numeric,4112,52.79,3
wm,wm15b,numeric,4254,54.61,3
wm,wm15c,numeric,4254,54.61,3
wm,wm15d,numeric,4254,54.61,3
wm,wm15e,numeric,6614,84.9,3
wm,wm15g_p1,numeric,6907,88.66,2
wm,wm15j_p1,numeric,6907,88.66,3
wm,wm15g_p2,numeric,7759,99.6,2
wm,wm15j_p2,numeric,7759,99.6,3
wm,wm15g_p3,numeric,7778,99.85,2
wm,wm15j_p3,numeric,7778,99.85,2
wm,wmhint,numeric,66,0.85,133
wm,wb3m,numeric,650,8.34,16
wm,wb3y,numeric,650,8.34,39
wm,wb4,numeric,650,8.34,36
wm,wb5,numeric,650,8.34,3
wm,wb6a,numeric,1087,13.95,7
wm,wb6b,numeric,1092,14.02,12
wm,wb7,numeric,1092,14.02,5
wm,wb9,numeric,5895,75.67,3
wm,wb10a,numeric,6500,83.44,11
wm,wb10b,numeric,6500,83.44,10
wm,wb11,numeric,5895,75.67,3
wm,wb12a,numeric,6430,82.54,10
wm,wb12b,numeric,6430,82.54,10
wm,wb14,numeric,5981,76.78,5
wm,wb15,numeric,650,8.34,52
wm,wb16,numeric,4960,63.67,4
wm,wb17,numeric,4960,63.67,10
wm,wb18,numeric,650,8.34,4
wm,mt1,numeric,650,8.34,6
wm,mt2,numeric,650,8.34,6
wm,mt3,numeric,650,8.34,6
wm,mt4,numeric,650,8.34,4
wm,mt5,numeric,4714,60.51,6
wm,mt6a,numeric,5775,74.13,4
wm,mt6b,numeric,5775,74.13,4
wm,mt6c,numeric,5775,74.13,4
wm,mt6d,numeric,5775,74.13,4
wm,mt6e,numeric,5775,74.13,4
wm,mt6f,numeric,5775,74.13,4
wm,mt6g,numeric,5775,74.13,4
wm,mt6h,numeric,5775,74.13,4
wm,mt6i,numeric,5775,74.13,4
wm,mt9,numeric,939,12.05,4
wm,mt10,numeric,3099,39.78,6
wm,mt11,numeric,650,8.34,4
wm,mt12,numeric,650,8.34,6
wm,ma1,numeric,650,8.34,4
wm,ma2,numeric,4056,52.07,60
wm,ma5,numeric,4384,56.28,4
wm,ma6,numeric,7558,97.02,4
wm,ma7,numeric,3824,49.09,4
wm,ma8m,numeric,3824,49.09,15
wm,ma8y,numeric,3824,49.09,38
wm,ma11,numeric,7694,98.77,21
wm,cm1,numeric,3824,49.09,3
wm,cm2,numeric,4145,53.21,3
wm,cm3,numeric,4209,54.03,8
wm,cm4,numeric,4209,54.03,7
wm,cm5,numeric,4145,53.21,3
wm,cm6,numeric,7570,97.18,5
wm,cm7,numeric,7570,97.18,6
wm,cm8,numeric,3824,49.09,3
wm,cm9,numeric,7634,98,5
wm,cm10,numeric,7634,98,4
wm,cm11,numeric,3824,49.09,12
wm,cm12,numeric,3824,49.09,3
wm,cm15,numeric,4163,53.44,2
wm,cm17,numeric,4163,53.44,3
wm,bh11,numeric,4163,53.44,2
wm,db2,numeric,7157,91.87,3
wm,db4,numeric,7629,97.93,4
wm,mn2,numeric,7157,91.87,3
wm,mn3a,character,7255,93.13,2
wm,mn3b,character,7593,97.47,2
wm,mn3f,logical,7787,99.96,2
wm,mn3x,logical,7790,100,1
wm,mn3nr,logical,7790,100,1
wm,mn4au,numeric,7214,92.61,3
wm,mn4an,numeric,7214,92.61,14
wm,mn5,numeric,7214,92.61,22
wm,mn6a,numeric,7214,92.61,3
wm,mn6b,numeric,7214,92.61,3
wm,mn6c,numeric,7214,92.61,4
wm,mn8,numeric,7157,91.87,4
wm,mn9,numeric,7562,97.07,8
wm,mn11,numeric,7229,92.8,5
wm,mn12,numeric,7602,97.59,8
wm,mn14,numeric,7602,97.59,23
wm,mn19a,character,7363,94.52,2
wm,mn19b,character,7383,94.78,2
wm,mn19f,logical,7783,99.91,2
wm,mn19h,logical,7790,100,1
wm,mn19x,logical,7790,100,1
wm,mn19y,logical,7790,100,1
wm,mn19nr,logical,7790,100,1
wm,mn20,numeric,7157,91.87,10
wm,mn21,numeric,7166,91.99,4
wm,mn22,numeric,7532,96.69,4
wm,mn23,numeric,7157,91.87,5
wm,mn24,numeric,7410,95.12,4
wm,mn25,numeric,7157,91.87,4
wm,mn26u,numeric,7157,91.87,5
wm,mn26n,numeric,7157,91.87,23
wm,mn28,numeric,7781,99.88,5
wm,mn29,numeric,7781,99.88,5
wm,mn30,numeric,7157,91.87,5
wm,mn31a,character,7753,99.53,2
wm,mn31b,character,7293,93.62,2
wm,mn31x,character,7776,99.82,2
wm,mn31z,character,7771,99.76,2
wm,mn31nr,logical,7790,100,1
wm,mn32,numeric,7157,91.87,8
wm,mn33,numeric,7157,91.87,5
wm,mn34a,numeric,7195,92.36,3
wm,mn34,numeric,7195,92.36,83
wm,mn35,numeric,7157,91.87,4
wm,mn36,numeric,7157,91.87,4
wm,mn37u,numeric,7202,92.45,4
wm,mn37n,numeric,7202,92.45,21
wm,mn38,numeric,7202,92.45,3
wm,mn39a,character,7729,99.22,3
wm,mn39b,character,7740,99.36,3
wm,mn39c,character,7767,99.7,3
wm,mn39d,character,7780,99.87,3
wm,mn39e,character,7777,99.83,3
wm,mn39f,character,7782,99.9,2
wm,mn39g,character,7671,98.47,3
wm,mn39h,character,7755,99.55,3
wm,mn39i,character,7781,99.88,3
wm,mn39j,character,7771,99.76,3
wm,mn39x,character,7774,99.79,3
wm,mn39y,character,7780,99.87,3
wm,mn39nr,character,7782,99.9,2
wm,pn3u,numeric,7166,91.99,4
wm,pn3n,numeric,7166,91.99,24
wm,pn4,numeric,7166,91.99,4
wm,pn5,numeric,7166,91.99,3
wm,pn6,numeric,7166,91.99,3
wm,pn8,numeric,7786,99.95,4
wm,pn9,numeric,7786,99.95,4
wm,pn10,numeric,7786,99.95,4
wm,pn11,logical,7785,99.94,2
wm,pn12,numeric,7432,95.4,4
wm,pn13u,numeric,7432,95.4,4
wm,pn13n,numeric,7432,95.4,17
wm,pn14a,character,7447,95.6,2
wm,pn14b,character,7744,99.41,2
wm,pn14f,logical,7789,99.99,2
wm,pn14h,logical,7790,100,1
wm,pn14x,logical,7790,100,1
wm,pn14nr,logical,7790,100,1
wm,pn15,numeric,7432,95.4,8
wm,pn17,numeric,7166,91.99,3
wm,pn19,numeric,7786,99.95,4
wm,pn20,logical,7788,99.97,2
wm,pn21,numeric,7572,97.2,4
wm,pn22u,numeric,7572,97.2,4
wm,pn22n,numeric,7572,97.2,15
wm,pn23a,character,7617,97.78,2
wm,pn23b,character,7722,99.13,2
wm,pn23f,logical,7788,99.97,2
wm,pn23h,logical,7790,100,1
wm,pn23x,logical,7790,100,1
wm,pn23nr,logical,7790,100,1
wm,pn24,numeric,7572,97.2,7
wm,pn25a,numeric,7157,91.87,5
wm,pn25b,numeric,7157,91.87,5
wm,pn25c,numeric,7157,91.87,5
wm,pn27,numeric,7202,92.45,4
wm,pn29,numeric,7157,91.87,4
wm,pn30,numeric,7157,91.87,4
wm,cp1,numeric,4062,52.14,5
wm,cp2,numeric,4224,54.22,4
wm,cp3,numeric,6077,78.01,4
wm,cp4a,character,7723,99.14,3
wm,cp4b,character,7773,99.78,3
wm,cp4c,character,6865,88.13,3
wm,cp4d,character,7718,99.08,3
wm,cp4e,character,7675,98.52,3
wm,cp4f,character,6587,84.56,3
wm,cp4g,character,7699,98.83,3
wm,cp4h,character,7774,99.79,3
wm,cp4i,character,7780,99.87,3
wm,cp4j,character,7774,99.79,3
wm,cp4k,character,7757,99.58,3
wm,cp4l,character,7537,96.75,3
wm,cp4m,character,7759,99.6,3
wm,cp4x,character,7758,99.59,3
wm,cp4nr,character,7782,99.9,2
wm,un2,numeric,7628,97.92,3
wm,un4,numeric,7749,99.47,3
wm,un5,numeric,7628,97.92,4
wm,un7,numeric,4282,54.97,6
wm,un8u,numeric,7192,92.32,4
wm,un8n,numeric,7192,92.32,20
wm,un11,numeric,6416,82.36,5
wm,un12a,character,7732,99.26,3
wm,un12b,character,7653,98.24,3
wm,un12c,character,7766,99.69,3
wm,un12d,character,7755,99.55,3
wm,un12e,character,7743,99.4,3
wm,un12f,character,7770,99.74,3
wm,un12g,character,7744,99.41,3
wm,un12h,character,7692,98.74,3
wm,un12i,character,7571,97.19,3
wm,un12x,character,7637,98.04,3
wm,un12z,character,7727,99.19,3
wm,un12nr,character,7777,99.83,2
wm,un14u,numeric,661,8.49,6
wm,un14n,numeric,661,8.49,36
wm,un16,numeric,956,12.27,5
wm,un17,numeric,956,12.27,5
wm,un18,numeric,956,12.27,5
wm,un19,numeric,1478,18.97,4
wm,dv1a,numeric,650,8.34,5
wm,dv1b,numeric,650,8.34,5
wm,dv1c,numeric,650,8.34,5
wm,dv1d,numeric,650,8.34,5
wm,dv1e,numeric,650,8.34,5
wm,vt1,numeric,650,8.34,5
wm,vt2,numeric,7658,98.31,5
wm,vt3,numeric,7717,99.06,4
wm,vt5,numeric,7658,98.31,4
wm,vt6,numeric,7658,98.31,4
wm,vt7a,character,7751,99.5,3
wm,vt7b,logical,7790,100,1
wm,vt7x,logical,7790,100,1
wm,vt7nr,logical,7790,100,1
wm,vt8,numeric,7658,98.31,5
